treeSize \ keysPerBatch,1,2,3,4,8,16
2,346939.4117647059,350458.23529411765,353391,356720.6666666667,367359.6,383318
2,346939.4117647059,350458.23529411765,353391,356720.6666666667,367359.6,383318
2,346939.4117647059,350458.23529411765,353391,356720.6666666667,367359.6,383318
2,346939.4117647059,350458.23529411765,353391,356720.6666666667,367359.6,383318
2,346939.4117647059,350458.23529411765,353391,356720.6666666667,367359.6,383318
2,346939.4117647059,350458.23529411765,353391,356720.6666666667,367359.6,383318
4,350456.1176470588,356718,363366,367359.6,383322,403266
4,350456.1176470588,356718,363366,367359.6,383322,403266
4,350456.1176470588,356718,363366,367359.6,383322,403266
4,350456.1176470588,356718,363366,367359.6,383322,403266
4,350456.1176470588,356718,363366,367359.6,383322,403266
4,350456.1176470588,356718,363366,367359.6,383322,403266
8,356718,367359.6,383318,383318,403254,463122
8,356718,367359.6,383318,383318,403254,463122
8,356718,367359.6,383318,383318,403254,463122
8,356718,367359.6,383318,383318,403254,463122
8,356718,367359.6,383318,383318,403254,463122
8,356718,367359.6,383318,383318,403254,463122
16,367362,383322,403266,403260,463122,463110
16,367362,383322,403266,403260,463122,463110
16,367362,383322,403266,403260,463122,463110
16,367362,383322,403266,403260,463122,463110
16,367362,383322,403266,403260,463122,463110
16,367362,383322,403266,403260,463122,463110
32,383310,403260,463122,463122,463122,463122
32,383310,403260,463122,463122,463122,463122
32,383310,403260,463122,463122,463122,463122
32,383310,403260,463122,463122,463122,463122
32,383310,403260,463122,463122,463122,463122
32,383310,403260,463122,463122,463122,463122
64,403266,463122,463122,463098,463122,463122
64,403266,463122,463122,463098,463122,463122
64,403266,463122,463122,463098,463122,463122
64,403266,463122,463122,463098,463122,463122
64,403266,463122,463122,463098,463122,463122
64,403266,463122,463122,463098,463122,463122
1024,463122,463122,463122,463110,463110,463110
1024,463122,463122,463122,463110,463110,463110
1024,463122,463122,463122,463110,463110,463110
1024,463122,463122,463122,463110,463110,463110
1024,463122,463122,463122,463110,463110,463110
1024,463122,463122,463122,463110,463110,463110
